Nº MPAL;ÁREA DE GOBIERNO;DIRECCIÓN GENERAL O SERVICIO DE ADSCRIPCIÓN;TIPO DE USO;TIPO VEHICULO;RELACIÓN CONTRACTUAL;ENERGÍA/COMBUSTIBLE;ETIQUETA MEDIOAMBIENTAL
8882;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;VEHÍCULO EMERGENCIAS;RENTING;DIESEL;C
8536;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL ;C
8535;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL ;C
8873;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;VEHÍCULO EMERGENCIAS;RENTING;DIESEL;C
8539;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL ;C
8534;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL ;C
8867;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;VEHÍCULO EMERGENCIAS;RENTING;DIESEL;C
8545;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL ;C
8540;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL ;C
3146;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
8542;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL ;C
1217;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;CAMIÓN;PROPIEDAD;DIESEL ;SIN DISTINTIVO
4077;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. ZONAS VERDES, LIMPIEZA Y RESIDUOS;OPERATIVO ;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
8547;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. EMERGENCIAS Y PROTECCIÓN CIVIL;OPERATIVO;AMBULANCIA;RENTING;DIESEL ;C
3167;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
5213;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA ;PROPIEDAD;DIESEL ;C
4078;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. ZONAS VERDES, LIMPIEZA Y RESIDUOS;OPERATIVO ;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
5212;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA ;PROPIEDAD;DIESEL ;C
3145;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
2957;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL ;C
7109;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
7107;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
4079;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. ZONAS VERDES, LIMPIEZA Y RESIDUOS;OPERATIVO ;TURISMO;RENTING;GASOLINA/HIBRIDO;ECO
7106;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
7104;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
2951;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL ;C
7105;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
7102;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
9;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;D.G. ATENCION PRIMARIA, INTERVENCION COMUNITARIA Y EMERGENCIA SOCIAL;ADMINISTRATIVO;TURISMO;PROPIEDAD;ELÉCTRICO / HÍBRIDO;0 EMISIONES
7100;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
7119;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
2952;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL ;C
7116;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
7117;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
5211;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA ;PROPIEDAD;DIESEL ;C
2958;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL ;C
7115;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
7118;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
332;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;S.G.T. DESARROLLO URBANO SOSTENIBLE;ADMINISTRATIVO;FURGONETA;Renting ;ELÉCTRICO;0 EMISIONES
2953;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL ;C
7113;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
7112;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
7111;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
7110;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
3140;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
299;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;S.G.T. FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;ADMINISTRATIVO;TURISMO;Renting ;ELÉCTRICO;0 EMISIONES
333;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;ORGANISMO AUTONOMO AGENCIA PARA EL EMPLEO;ADMINISTRATIVO;FURGONETA;Renting ;ELÉCTRICO;0 EMISIONES
334;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;J.M.D. PUENTE DE VALLECAS;ADMINISTRATIVO;FURGONETA;Renting ;ELÉCTRICO;0 EMISIONES
7114;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
311;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;S.G.T. DESARROLLO URBANO SOSTENIBLE;ADMINISTRATIVO;TURISMO;Renting ;ELÉCTRICO;0 EMISIONES
5210;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA ;PROPIEDAD;DIESEL ;C
312;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;S.G.T. MEDIO AMBIENTE Y MOVILIDAD;ADMINISTRATIVO;TURISMO;Renting ;ELÉCTRICO;0 EMISIONES
313;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;S.G.T. MEDIO AMBIENTE Y MOVILIDAD;ADMINISTRATIVO;TURISMO;Renting ;ELÉCTRICO;0 EMISIONES
314;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;S.G.T. AREA DE GOBIERNO DE HACIENDA Y PERSONAL;ADMINISTRATIVO;TURISMO;Renting ;ELÉCTRICO;0 EMISIONES
315;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;S.G.T. AREA DE GOBIERNO DE HACIENDA Y PERSONAL;ADMINISTRATIVO;TURISMO;Renting ;ELÉCTRICO;0 EMISIONES
316;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;S.G.T. AREA DE GOBIERNO DE HACIENDA Y PERSONAL;ADMINISTRATIVO;TURISMO;Renting ;ELÉCTRICO;0 EMISIONES
2959;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL ;C
317;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE SAN BLAS-CANILLEJAS;ADMINISTRATIVO;TURISMO;Renting ;ELÉCTRICO;0 EMISIONES
2954;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL ;C
318;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;SECRETARÍA GENERAL TÉCNICA DE PORTAVOZ, COORDINACIÓN DE LA JUNTA DE GOBIERNO  Y RELACIONES CON EL PLENO;ADMINISTRATIVO;TURISMO;Renting ;ELÉCTRICO;0 EMISIONES
319;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;PRESIDENCIA PLENO;ADMINISTRATIVO;TURISMO;Renting ;ELÉCTRICO;0 EMISIONES
320;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;SECRETARIO DEL PLENO;ADMINISTRATIVO;TURISMO;Renting ;ELÉCTRICO;0 EMISIONES
2900;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL ;B
321;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE CIUDAD LINEAL;ADMINISTRATIVO;TURISMO;Renting ;ELÉCTRICO;0 EMISIONES
322;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE MONCLOA-ARAVACA;ADMINISTRATIVO;TURISMO;Renting ;ELÉCTRICO;0 EMISIONES
7148;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
2955;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL ;C
7146;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
7145;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
7144;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
7143;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
323;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;DISTRITO DE TETUAN;ADMINISTRATIVO;TURISMO;Renting ;ELÉCTRICO;0 EMISIONES
324;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;SECRETARÍA GENERAL TÉCNICA DE PORTAVOZ, COORDINACIÓN DE LA JUNTA DE GOBIERNO  Y RELACIONES CON EL PLENO;ADMINISTRATIVO;TURISMO;Renting ;ELÉCTRICO;0 EMISIONES
2956;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL ;C
7142;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
2950;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL ;C
325;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;ORGANISMO AUTONOMO AGENCIA PARA EL EMPLEO;ADMINISTRATIVO;TURISMO;Renting ;ELÉCTRICO;0 EMISIONES
326;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;ORGANISMO AUTONOMO AGENCIA DE ACTIVIDADES;ADMINISTRATIVO;TURISMO;Renting ;ELÉCTRICO;0 EMISIONES
327;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;ORGANISMO AUTONOMO AGENCIA DE ACTIVIDADES;ADMINISTRATIVO;TURISMO;Renting ;ELÉCTRICO;0 EMISIONES
328;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;ORGANISMO AUTONOMO AGENCIA DE ACTIVIDADES;ADMINISTRATIVO;TURISMO;Renting ;ELÉCTRICO;0 EMISIONES
7147;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
329;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;ORGANISMO AUTONOMO AGENCIA DE ACTIVIDADES;ADMINISTRATIVO;TURISMO;Renting ;ELÉCTRICO;0 EMISIONES
2480;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;turismo;RENTING;GASOLINA / GLP;ECO
7697;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING ;DIESEL ;C
7139;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
7138;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
5209;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA ;PROPIEDAD;DIESEL ;C
7137;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
330;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;ORGANISMO AUTONOMO AGENCIA DE ACTIVIDADES;ADMINISTRATIVO;TURISMO;Renting ;ELÉCTRICO;0 EMISIONES
2474;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN Y VIGILANCIA DE LA CIRCULACIÓN;OPERATIVO;turismo;RENTING;GASOLINA / GLP;ECO
7140;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
7141;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
3168;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
7136;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
331;AREA DE GOBIERNO DE HACIENDA Y PERSONAL ;OO.AA. AGENCIA TRIBUTARIA;ADMINISTRATIVO;TURISMO;Renting ;ELÉCTRICO;0 EMISIONES
7149;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
7134;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
7133;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
7131;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
7130;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
7128;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
7135;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
7127;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
5208;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA ;PROPIEDAD;DIESEL ;C
7125;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
5205;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA ;PROPIEDAD;DIESEL ;C
7132;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
5207;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA ;PROPIEDAD;DIESEL ;C
3162;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
7124;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
7123;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
7126;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
5401;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA ;PROPIEDAD;DIESEL ;C
7122;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
7121;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
2203;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;ELÉCTRICO;0 EMISIONES
3169;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
3148;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
2129;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA;C
7101;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
4700;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTIÓN DEL AGUA Y ZONAS VERDES;OPERATIVO;TURISMO;PROPIEDAD;GASOLINA/HIBRIDO;ECO
5203;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA ;PROPIEDAD;DIESEL ;C
2901;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;CAMIÓN;PROPIEDAD;DIESEL ;B
7129;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
7120;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;PROPIEDAD ;GASOLINA/HIBRIDO;ECO
7692;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;TURISMO;RENTING ;DIESEL ;C
5201;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA ;PROPIEDAD;DIESEL ;C
3149;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;MOTO;PROPIEDAD;GASOLINA;C
5202;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;D.G. DE LA POLICIA MUNICIPAL;OPERATIVO;FURGONETA ;PROPIEDAD;DIESEL ;C
