Nº MPAL;ÁREA DE GOBIERNO;DIRECCIÓN GENERAL O SERVICIO DE ADSCRIPCIÓN;TIPO DE USO;TIPO VEHICULO;RELACIÓN CONTRACTUAL;ENERGÍA/COMBUSTIBLE;CLASIFICACIÓN IDAE
4181;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;FURGONETA;PROPIEDAD;DIESEL;SIN DISTINTIVO
4182;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. ZONAS VERDES, LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4183;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. ZONAS VERDES, LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4184;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. ZONAS VERDES, LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4185;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. ZONAS VERDES, LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4186;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. ZONAS VERDES, LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4187;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. ZONAS VERDES, LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4188;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. ZONAS VERDES, LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4189;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. ZONAS VERDES, LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4190;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. ZONAS VERDES, LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4191;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. ZONAS VERDES, LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4192;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. ZONAS VERDES, LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4193;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SOSTENIBILIDAD Y CONTROL AMBIENTAL;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4194;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;SGT;ADMINISTRATIVO;FURGONETA;RENTING;ELÉCTRICO;0 EMISIONES
4195;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. ZONAS VERDES, LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4223;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4224;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4225;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4226;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4227;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4228;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4229;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4230;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4231;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4232;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4233;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4234;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4235;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4236;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4237;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4238;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4239;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4240;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4241;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4242;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4243;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4244;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4245;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4246;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4247;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4248;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4249;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4250;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4251;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4252;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4253;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4254;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4255;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4256;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4257;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4258;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4259;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4260;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4261;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4262;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4263;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4264;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4265;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4266;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4267;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4268;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4269;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4270;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4271;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4272;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4273;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4274;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4275;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4276;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4277;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4278;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4279;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4280;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4281;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4282;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4283;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4284;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4285;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4286;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4287;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4288;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4289;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4290;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4291;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;CAMIÓN;CEDIDO A;GNC;ECO
4400;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4401;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4402;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4403;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4404;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SOSTENIBILIDAD Y CONTROL AMBIENTAL;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4405;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4406;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN DEL AGUA Y ZONAS VERDES;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4407;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SOSTENIBILIDAD Y CONTROL AMBIENTAL;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4408;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4409;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4410;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN DEL AGUA Y ZONAS VERDES;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4411;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN DEL AGUA Y ZONAS VERDES;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4412;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SOSTENIBILIDAD Y CONTROL AMBIENTAL;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4413;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SOSTENIBILIDAD Y CONTROL AMBIENTAL;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4414;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN DEL AGUA Y ZONAS VERDES;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4415;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4416;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN DEL AGUA Y ZONAS VERDES;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4417;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SOSTENIBILIDAD Y CONTROL AMBIENTAL;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4418;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SOSTENIBILIDAD Y CONTROL AMBIENTAL;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4419;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN DEL AGUA Y ZONAS VERDES;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4420;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN DEL AGUA Y ZONAS VERDES;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4421;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE GESTIÓN DEL AGUA Y ZONAS VERDES;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4422;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4423;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4424;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4425;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4426;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4427;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4428;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SOSTENIBILIDAD Y CONTROL AMBIENTAL;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4429;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4430;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4431;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. DE SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4432;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SOSTENIBILIDAD Y CONTROL AMBIENTAL;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4433;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTIÓN DEL AGUA Y ZONAS VERDES;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4434;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4435;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4436;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4437;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4438;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SOSTENIBILIDAD Y CONTROL AMBIENTAL;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4439;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. SERVICIOS DE LIMPIEZA Y RESIDUOS;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4440;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. PARQUE TECNOLOGICO DE VALDEMINGOMEZ;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4441;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. PARQUE TECNOLOGICO DE VALDEMINGOMEZ;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4442;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. PARQUE TECNOLOGICO DE VALDEMINGOMEZ;OPERATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4443;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;S.G.T. MEDIO AMBIENTE Y MOVILIDAD;ADMINISTRATIVO;TURISMO;RENTING;ELÉCTRICO;0 EMISIONES
4479;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTIÓN DEL AGUA Y ZONAS VERDES;OPERATIVO;CAMIÓN;PROPIEDAD;DIESEL;SIN DISTINTIVO
4481;AREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;D.G. GESTIÓN DEL AGUA Y ZONAS VERDES;OPERATIVO;CAMIÓN;PROPIEDAD;DIESEL;SIN DISTINTIVO
